Symbol,Name,Price,Exchange
"DUK","Duke Energy Corp",80.97,"New York Stock Exchange"
"CL","Colgate-Palmolive Co",77.21,"New York Stock Exchange"
"IDRA","Idera Pharmaceuticals Inc",1.96,"NASDAQ Capital Market"
"KAR","KAR Auction Services Inc",17.65,"New York Stock Exchange"
"NEE","Nextera Energy Inc",277.32,"New York Stock Exchange"
"PXD","Pioneer Natural Resources Co",99.1,"New York Stock Exchange"
"WPX","WPX Energy Inc",5.22,"New York Stock Exchange"
"ADM","Archer-Daniels-Midland Co",46.49,"New York Stock Exchange"
"VTR","Ventas Inc",44.56,"New York Stock Exchange"
"VMW","VMware Inc",137.47,"New York Stock Exchange"
"RIGL","Rigel Pharmaceuticals Inc",2.31,"Nasdaq Global Select"
"DKS","Dick's Sporting Goods Inc",54.9,"New York Stock Exchange"
"FG","FGL Holdings",8.39,"New York Stock Exchange"
"WTI","W&T Offshore Inc",2.1,"New York Stock Exchange"
"LRCX","Lam Research Corp",333.12,"Nasdaq Global Select"
"NXPI","NXP Semiconductors NV",126.33,"Nasdaq Global Select"
"CE","Celanese Corp",106.18,"New York Stock Exchange"
"HUN","Huntsman Corp",23,"New York Stock Exchange"
"CSTM","Constellium SE",8.13,"New York Stock Exchange"
"VER","VEREIT Inc",6.95,"New York Stock Exchange"
"GPK","Graphic Packaging Holding Co",14.48,"New York Stock Exchange"
"WELL","Welltower Inc",61.12,"New York Stock Exchange"
"TJX","TJX Companies Inc",55.18,"New York Stock Exchange"
"PLD","Prologis Inc",100.76,"New York Stock Exchange"
"KSS","Kohls Corp",22.25,"New York Stock Exchange"
"XEC","Cimarex Energy Co",26.91,"New York Stock Exchange"
"TLT","iShares 20+ Year Treasury Bond ETF",162.74,"NASDAQ Global Market"
"DRI","Darden Restaurants Inc",89.28,"New York Stock Exchange"
"OZRK","Bank of the Ozarks",41.24,"Nasdaq Global Select"
"ENDP","Endo International PLC",2.86,"Nasdaq Global Select"
"ATI","Allegheny Technologies Inc",8.99,"New York Stock Exchange"
"IAG","Iamgold Corp",4.12,"New York Stock Exchange"
"VFC","VF Corp",68.22,"New York Stock Exchange"
"BDN","Brandywine Realty Trust",11.2,"New York Stock Exchange"
"HON","Honeywell International Inc",166.69,"New York Stock Exchange"
"YNDX","Yandex NV",64.44,"Nasdaq Global Select"
"USG","USG Corporation",43.49,"New York Stock Exchange"
"GOOGL","Alphabet Inc",1581.21,"Nasdaq Global Select"
"ICE","Intercontinental Exchange Inc",100.08,"New York Stock Exchange"
"OMER","Omeros Corp",10,"NASDAQ Global Market"
"WY","Weyerhaeuser Co",29.04,"New York Stock Exchange"
"HEFA","iShares Currency Hedged MSCI EAFE",27.64,"BATS Exchange"
"BLL","Ball Corp",82.47,"New York Stock Exchange"
"CGNX","Cognex Corp",63.19,"Nasdaq Global Select"
"AMGN","Amgen Inc",248.4,"Nasdaq Global Select"
"FSLR","First Solar Inc",72.06,"Nasdaq Global Select"
"IVZ","Invesco Ltd",11.39,"New York Stock Exchange"
"DG","Dollar General Corp",195.72,"New York Stock Exchange"
"SID","Companhia Sider??rgica Nacional",2.8,"New York Stock Exchange"
"SLM","SLM Corp",7.66,"Nasdaq Global Select"
"SLCA","U.S. Silica Holdings Inc",4.42,"New York Stock Exchange"
"HCP","HCP Inc.",31.57,"New York Stock Exchange"
"PF","Pinnacle Foods Inc.",66.69,"New York Stock Exchange"
"SGU","Star Group LP",9.35,"New York Stock Exchange"
"ODP","ODP Corp",22.69,"Nasdaq Global Select"
"PK","Park Hotels & Resorts Inc",10.59,"New York Stock Exchange"
"TLGT","Teligent Inc (NEW JERSEY)",1.07,"Nasdaq Global Select"
"TOL","Toll Brothers Inc",41.26,"New York Stock Exchange"
"PDCO","Patterson Companies Inc",26.16,"Nasdaq Global Select"
"ITB","iShares U.S. Home Construction",52.86,"BATS Exchange"
"Z","Zillow Group Inc.",83.88,"Nasdaq Global Select"
"BCO","Brinks Co",46.61,"New York Stock Exchange"
"CME","CME Group Inc",169.62,"Nasdaq Global Select"
"BKD","Brookdale Senior Living Inc",2.9,"New York Stock Exchange"
"PPBI","Pacific Premier Bancorp Inc",22.88,"Nasdaq Global Select"
"JMEI","Jumei International Holding Limited American Depositary Shares each representing one Class A",19.93,"New York Stock Exchange"
"ETFC","E*Trade Financial Corp",54.53,"Nasdaq Global Select"
"AIV","Apartment Investment and Management Co",37.45,"New York Stock Exchange"
"DPS","Dr Pepper Snapple Group Inc",123.72,"New York Stock Exchange"
"EXC","Exelon Corp",37.09,"New York Stock Exchange"
"TAP","Molson Coors Beverage Co",38.32,"New York Stock Exchange"
"MON","Monsanto Company",127.96,"New York Stock Exchange"
"UNP","Union Pacific Corp",191.14,"New York Stock Exchange"
"IWD","iShares Russell 1000 Value",121.52,"NYSE Arca"
"BDX","Becton Dickinson and Co",234.08,"New York Stock Exchange"
"GME","GameStop Corp",7.65,"New York Stock Exchange"
"PEGI","Pattern Energy Group Inc.",26.74,"Nasdaq Global Select"
"MX","MagnaChip Semiconductor Corp",13.01,"New York Stock Exchange"
"RLJ","RLJ Lodging Trust",10.05,"New York Stock Exchange"
"LB","L Brands Inc",30.14,"New York Stock Exchange"
"TIF","Tiffany & Co",121.79,"New York Stock Exchange"
"DLPH","Delphi Technologies PLC",18.03,"New York Stock Exchange"
"USMV","iShares Edge MSCI Min Vol USA",64.37,"BATS Exchange"
"NCLH","Norwegian Cruise Line Holdings Ltd",18.42,"New York Stock Exchange"
"NOV","National Oilwell Varco Inc",12.15,"New York Stock Exchange"
"CNDT","Conduent Inc",3.695,"New York Stock Exchange"
"FNSR","Finisar Corporation",22.61,"Nasdaq Global Select"
"LMT","Lockheed Martin Corp",385.02,"New York Stock Exchange"
"MTZ","MasTec Inc",44.93,"New York Stock Exchange"
"TBT","ProShares UltraShort Lehman 20 Year Treasury",15.85,"NYSE Arca"
"WEN","Wendys Co",21.58,"Nasdaq Global Select"
"VNQ","Vanguard Real Estate",81.9,"NYSE Arca"
"GPS","Gap Inc",17.52,"New York Stock Exchange"
"SYY","Sysco Corp",60.14,"New York Stock Exchange"
"CEF","Sprott Physical Gold and Silver Trust",19.86,"NYSE Arca"
"WDR","Waddell & Reed Financial Inc",15.78,"New York Stock Exchange"
"FTV","Fortive Corp",74.21,"New York Stock Exchange"
"BKI","Black Knight Inc",81.57,"New York Stock Exchange"
"CTSH","Cognizant Technology Solutions Corp",66.81,"Nasdaq Global Select"
"HOLX","Hologic Inc",58.24,"Nasdaq Global Select"
"EIX","Edison International",52.26,"New York Stock Exchange"
"URA","Global X Uranium",12.01,"NYSE Arca"
"CTXS","Citrix Systems Inc",137.14,"Nasdaq Global Select"
"AMTD","TD Ameritrade Holding Corp",39.09,"Nasdaq Global Select"
"CPE","Callon Petroleum Co",6.35,"New York Stock Exchange"
"XME","SPDR S&P Metals & Mining",24.83,"NYSE Arca"
"CF","CF Industries Holdings Inc",33.18,"New York Stock Exchange"
"PNC","PNC Financial Services Group Inc",113.1,"New York Stock Exchange"
"SABR","Sabre Corp",7.6,"Nasdaq Global Select"
"WIT","Wipro Limited",4.31,"New York Stock Exchange"
"LYB","LyondellBasell Industries NV",72.06,"New York Stock Exchange"
"DISH","DISH Network Corp",33.78,"Nasdaq Global Select"
"NE","Noble Corporation PLC",0.205,"New York Stock Exchange"
"MGA","Magna International Inc",48.75,"New York Stock Exchange"
"AEO","American Eagle Outfitters Inc",12.86,"New York Stock Exchange"
"XHB","SPDR Series Trust Homebuilders",51.31,"NYSE Arca"
"BP","BP p.l.c.",20.54,"New York Stock Exchange"
"XEL","Xcel Energy Inc",70.02,"Nasdaq Global Select"
"NTNX","Nutanix Inc",25.07,"Nasdaq Global Select"
"VVV","Valvoline Inc",20.54,"New York Stock Exchange"
"DDR","DDR Corp.",11.99,"New York Stock Exchange"
"HQY","Healthequity Inc",58.47,"Nasdaq Global Select"
"ARCC","Ares Capital Corp",14.09,"Nasdaq Global Select"
"UPS","United Parcel Service Inc",160.78,"New York Stock Exchange"
"MUR","Murphy Oil Corp",12.19,"New York Stock Exchange"
"OMAM","OM Asset Management plc",15.36,"New York Stock Exchange"
"VMC","Vulcan Materials Co",125,"New York Stock Exchange"
"SDS","ProShares UltraShort S&P500",15.55,"NYSE Arca"
"NOMD","Nomad Foods Ltd",24.9,"New York Stock Exchange"
"ANTM","Anthem Inc",276.22,"New York Stock Exchange"
"PAY","Verifone Systems Inc.",23.04,"New York Stock Exchange"
"SFIX","Stitch Fix Inc",26.25,"Nasdaq Global Select"
"CCE","Coca-Cola European Partners plc",46.73,"New York Stock Exchange"
"GD","General Dynamics Corp",151.7,"New York Stock Exchange"
"KIM","Kimco Realty Corp",12.66,"New York Stock Exchange"
"FNF","Fidelity National Financial Inc",33.27,"New York Stock Exchange"
"BXMT","Blackstone Mortgage Trust Inc",24.28,"New York Stock Exchange"
"NWS","News Corporation",14.925,"Nasdaq Global Select"
"CHD","Church & Dwight Co Inc",93.3,"New York Stock Exchange"
"XLY","SPDR Select Sector Fund - Consumer Discretionary",147.16,"NYSE Arca"
"DLR","Digital Realty Trust Inc",145.18,"New York Stock Exchange"
"IP","International Paper Co",39.03,"New York Stock Exchange"
"CLI","Mack-Cali Realty Corp",13.23,"New York Stock Exchange"
"SE","Sea Ltd",144.15,"New York Stock Exchange"
"CC","Chemours Co",20.89,"New York Stock Exchange"
"DAN","Dana Inc",14.31,"New York Stock Exchange"
"ZBH","Zimmer Biomet Holdings Inc",139.8,"New York Stock Exchange"
"NVAX","Novavax Inc",92.93,"Nasdaq Global Select"
"LPX","Louisiana-Pacific Corp",31.64,"New York Stock Exchange"
"ALDR","Alder BioPharmaceuticals Inc.",11.71,"NASDAQ Global Market"
"BBY","Best Buy Co Inc",106.31,"New York Stock Exchange"
"GRUB","GrubHub Inc",68.82,"New York Stock Exchange"
"BG","Bunge Ltd",46.48,"New York Stock Exchange"
"LC","LendingClub Corp",5.29,"New York Stock Exchange"
"PWR","Quanta Services Inc",51.98,"New York Stock Exchange"
"TNDM","Tandem Diabetes Care Inc",107.11,"NASDAQ Global Market"
"DXCM","DexCom Inc",398.24,"Nasdaq Global Select"
"NTCT","Netscout Systems Inc",22.5,"Nasdaq Global Select"
"RDC","Rowan Companies plc Class A",10.94,"New York Stock Exchange"
"NYMT","New York Mortgage Trust Inc",2.59,"Nasdaq Global Select"
"NEM","Newmont Corporation",65.35,"New York Stock Exchange"
"BEN","Franklin Resources Inc",21.3,"New York Stock Exchange"
"LUK","Leucadia National Corporation",23.47,"New York Stock Exchange"
"SHLX","Shell Midstream Partners LP",10.24,"New York Stock Exchange"
"CIVI","Civitas Solutions Inc.",17.76,"New York Stock Exchange"
"NAVI","Navient Corp",9.21,"Nasdaq Global Select"
"AET","Aetna Inc.",212.3,"New York Stock Exchange"
"PBH","Prestige Consumer Healthcare Inc",36.84,"New York Stock Exchange"
"SBH","Sally Beauty Holdings Inc",12.01,"New York Stock Exchange"
"SEP","Spectra Energy Partners LP representing Limited Partner Interests",35.45,"New York Stock Exchange"
"NI","NiSource Inc",22.28,"New York Stock Exchange"
"LLY","Eli Lilly and Co",150.91,"New York Stock Exchange"
"STNG","Scorpio Tankers Inc",11.6,"New York Stock Exchange"
"TTWO","Take-Two Interactive Software Inc",161.71,"Nasdaq Global Select"
"KLAC","KLA Corp",193.37,"Nasdaq Global Select"
"LADR","Ladder Capital Corp",7.73,"New York Stock Exchange"
"XRT","SPDR S&P Retail",50.92,"NYSE Arca"
"FHN","First Horizon National Corp",9.96,"New York Stock Exchange"
"GOOG","Alphabet Inc.",1591.04,"Nasdaq Global Select"
"DVMT","Dell Technologies Inc. Class V",79.77,"New York Stock Exchange"
"HSIC","Henry Schein Inc",65.64,"Nasdaq Global Select"
"CXO","Concho Resources Inc",50.65,"New York Stock Exchange"
"HLX","Helix Energy Solutions Group Inc",3.52,"New York Stock Exchange"
"RSG","Republic Services Inc",93.5,"New York Stock Exchange"
"BIG","Big Lots Inc",44.44,"New York Stock Exchange"
"CYH","Community Health Systems Inc",5.14,"New York Stock Exchange"
"PAYC","Paycom Software Inc",270.75,"New York Stock Exchange"
"GCP","GCP Applied Technologies Inc",24.96,"New York Stock Exchange"
"YUM","Yum! Brands Inc",95.22,"New York Stock Exchange"
"STZ","Constellation Brands Inc",191.52,"New York Stock Exchange"
"EWH","iShares MSCI Hong Kong Index Fund",22.52,"NYSE Arca"
"LBTYK","Liberty Global plc",22.01,"Nasdaq Global Select"
"LYG","Lloyds Banking Group Plc American Depositary Shares",1.39,"New York Stock Exchange"
"MEOH","Methanex Corp",22.9,"Nasdaq Global Select"
"GIII","G-III Apparel Group Ltd",11.99,"Nasdaq Global Select"
"USFD","US Foods Holding Corp",24.31,"New York Stock Exchange"
"SSO","ProShares Ultra S&P500",76.61,"NYSE Arca"
"SFM","Sprouts Farmers Market Inc",22.64,"Nasdaq Global Select"
"SPXL","Direxion Daily S&P 500 Bull 3X Shares",56.35,"NYSE Arca"
"THC","Tenet Healthcare Corp",30,"New York Stock Exchange"
"DOC","Physicians Realty Trust",18.86,"New York Stock Exchange"
"ALLY","Ally Financial Inc",25.24,"New York Stock Exchange"
"QRVO","Qorvo Inc",118.89,"Nasdaq Global Select"
"TOPS","Top Ships Inc",1.1,"NASDAQ Capital Market"
"AVP","Avon Products Inc.",5.6,"New York Stock Exchange"
"HEDJ","WisdomTree Europe Hedged Equity Fund",62.41,"NYSE Arca"
"EVR","Evercore Inc",63.08,"New York Stock Exchange"
"CMS","CMS Energy Corp",61.66,"New York Stock Exchange"
"XLB","Materials Select Sector SPDR",64.44,"NYSE Arca"
"DOX","Amdocs Ltd",58.75,"Nasdaq Global Select"
"RIO","Rio Tinto Plc",61.5,"New York Stock Exchange"
"HMHC","Houghton Mifflin Harcourt Co",2.16,"Nasdaq Global Select"
"NMRK","Newmark Group Inc",4.32,"Nasdaq Global Select"
"PDM","Piedmont Office Realty Trust Inc",15.51,"New York Stock Exchange"
"KMT","Kennametal Inc",31.22,"New York Stock Exchange"
"SRNE","Sorrento Therapeutics Inc",6.57,"NASDAQ Capital Market"
"AMR","Alta Mesa Resources Inc.",5.17,"NASDAQ Capital Market"
"HP","Helmerich and Payne Inc",16.02,"New York Stock Exchange"
"FLR","Fluor Corp",9.02,"New York Stock Exchange"
"BFR","BBVA Banco Frances S.A.",11.06,"New York Stock Exchange"
"JHG","Janus Henderson Group PLC",20.42,"New York Stock Exchange"
"FDX","FedEx Corp",226.12,"New York Stock Exchange"
"EMN","Eastman Chemical Co",78.93,"New York Stock Exchange"
"OPK","OPKO Health Inc",3.04,"Nasdaq Global Select"
"LNG","Cheniere Energy Inc",52.05,"NYSE American"
"EWZ","iShares Inc MSCI Brazil",31.19,"NYSE Arca"
"WU","Western Union Co",23.03,"New York Stock Exchange"
"BAX","Baxter International Inc",82.3,"New York Stock Exchange"
"AOBC","American Outdoor Brands Corporation",11.82,"Nasdaq Global Select"
"CARS","Cars.com Inc",8.38,"New York Stock Exchange"
"NUAN","Nuance Communications Inc",30.1,"Nasdaq Global Select"
"TEL","TE Connectivity Ltd",98.75,"New York Stock Exchange"
"MLM","Martin Marietta Materials Inc",215.11,"New York Stock Exchange"
"GWW","W W Grainger Inc",358.08,"New York Stock Exchange"
"PBF","PBF Energy Inc",8.3,"New York Stock Exchange"
"AGN","Allergan plc",193.02,"New York Stock Exchange"
"GT","Goodyear Tire & Rubber Co",9.59,"Nasdaq Global Select"
"EA","Electronic Arts Inc",130.13,"Nasdaq Global Select"
"GPRO","GoPro Inc",4.11,"Nasdaq Global Select"
"BW","Babcock & Wilcox Enterprises Inc",2.39,"New York Stock Exchange"
"CMI","Cummins Inc",204.36,"New York Stock Exchange"
"CNQ","Canadian Natural Resources Ltd",19.73,"New York Stock Exchange"
"HCA","HCA Healthcare Inc",137.05,"New York Stock Exchange"
"INXN","InterXion Holding N.V. (0.01 nominal value)",77.41,"New York Stock Exchange"
"VRTX","Vertex Pharmaceuticals Inc",266.5,"Nasdaq Global Select"
"QTS","QTS Realty Trust Inc",65.25,"New York Stock Exchange"
"SAN","Banco Santander S.A. Sponsored ADR (Spain)",2.27,"New York Stock Exchange"
"CNHI","CNH Industrial NV",8.26,"New York Stock Exchange"
"CNX","CNX Resources Corp",10.53,"New York Stock Exchange"
"INFO","IHS Markit Ltd",79.19,"Nasdaq Global Select"
"YY","JOYY Inc",80.83,"Nasdaq Global Select"
"ES","Eversource Energy",86.08,"New York Stock Exchange"
"DXJ","WisdomTree Japan Hedged Equity Fund",48.96,"NYSE Arca"
"FWONK","Liberty Media Corporation Series C",37.98,"Nasdaq Global Select"
"ARMK","Aramark",28.3,"New York Stock Exchange"
"OII","Oceaneering International Inc",5.32,"New York Stock Exchange"
"NOW","ServiceNow Inc",450.35,"New York Stock Exchange"
"ILG","ILG Inc",34.17,"Nasdaq Global Select"
"APTV","Aptiv PLC",86.21,"New York Stock Exchange"
"HOMB","Home BancShares Inc",16.81,"Nasdaq Global Select"
"QD","Qudian Inc",1.55,"New York Stock Exchange"
"NSC","Norfolk Southern Corp",209.1,"New York Stock Exchange"
"NKTR","Nektar Therapeutics",18.92,"Nasdaq Global Select"
"PSX","Phillips 66",58.98,"New York Stock Exchange"
"GAB","Gabelli Equity Trust Inc",5.48,"New York Stock Exchange"
"WIN","Windstream Holdings Inc.",0.34,"Nasdaq Global Select"
"CERN","Cerner Corp",72.01,"Nasdaq Global Select"
"UPRO","ProShares UltraPro S&P 500",59.82,"NYSE Arca"
"MCHI","iShares MSCI China ETF",74.81,"NASDAQ Global Market"
"AKAM","Akamai Technologies Inc",108.43,"Nasdaq Global Select"
"IEF","iShares 7-10 Year Treasury Bond ETF",121.47,"NASDAQ Global Market"
"CS","Credit Suisse Group American Depositary Shares",10.92,"New York Stock Exchange"
"ARRS","ARRIS International plc",31.64,"Nasdaq Global Select"
"PNW","Pinnacle West Capital Corp",72.4,"New York Stock Exchange"
"AMH","American Homes 4 Rent",28.65,"New York Stock Exchange"
"CDNS","Cadence Design Systems Inc",105.88,"Nasdaq Global Select"
"LABD","Direxion Daily S&P Biotech Bear 3X Shares",75.35,"NYSE Arca"
"FOE","Ferro Corp",13.25,"New York Stock Exchange"
"A","Agilent Technologies Inc",96.84,"New York Stock Exchange"
"MDRX","Allscripts Healthcare Solutions Inc",8.8,"Nasdaq Global Select"
"MOS","Mosaic Co",18.53,"New York Stock Exchange"
"CTB","Cooper Tire & Rubber Co",35.35,"New York Stock Exchange"
"LPL","LG Display Co Ltd AMERICAN DEPOSITORY SHARES",6.24,"New York Stock Exchange"
"SKX","Skechers USA Inc",29.72,"New York Stock Exchange"
"HST","Host Hotels & Resorts Inc",11.94,"New York Stock Exchange"
"UE","Urban Edge Properties",11.58,"New York Stock Exchange"
"PHM","Pultegroup Inc",43.21,"New York Stock Exchange"
"MT","Arcelor Mittal NY Registry Shares NEW",12.94,"New York Stock Exchange"
"ISBC","Investors Bancorp Inc",8.23,"Nasdaq Global Select"
"KLDX","Klondex Mines Ltd.",2.2,"NYSE American"
"CAAP","Corporacion America Airports SA",2.39,"New York Stock Exchange"
"WRE","Washington Real Estate Investment Trust",21.95,"New York Stock Exchange"
"RRC","Range Resources Corp",7.14,"New York Stock Exchange"
"FL","Foot Locker Inc",32.27,"New York Stock Exchange"
"NTAP","NetApp Inc",46.4,"Nasdaq Global Select"
"AGO","Assured Guaranty Ltd",21.81,"New York Stock Exchange"
"DRE","Duke Realty Corp",38.17,"New York Stock Exchange"
"BBBY","Bed Bath & Beyond Inc",11.75,"Nasdaq Global Select"
"CCJ","Cameco Corp",10.87,"New York Stock Exchange"
"MAR","Marriott International Inc",104.82,"Nasdaq Global Select"
"AXTA","Axalta Coating Systems Ltd",23.07,"New York Stock Exchange"
"VIAV","Viavi Solutions Inc",12.13,"Nasdaq Global Select"
"SHOO","Steven Madden Ltd",21.48,"Nasdaq Global Select"
"CONE","CyrusOne Inc",77.87,"Nasdaq Global Select"
"LOGM","LogMeIn Inc",86.04,"Nasdaq Global Select"
"AEM","Agnico Eagle Mines Ltd",78.86,"New York Stock Exchange"
"BB","BlackBerry Ltd",5.11,"New York Stock Exchange"
"CB","Chubb Ltd",125.56,"New York Stock Exchange"
"PRU","Prudential Financial Inc",69.71,"New York Stock Exchange"
"RUN","Sunrun Inc",49.225,"Nasdaq Global Select"
"MNK","Mallinckrodt PLC",1.48,"New York Stock Exchange"
"PVG","Pretium Resources Inc",12.44,"New York Stock Exchange"
"HA","Hawaiian Holdings Inc",13.84,"Nasdaq Global Select"
"INDA","Ishares MSCI India",33.43,"BATS Exchange"
"PBCT","People's United Financial Inc",11.025,"Nasdaq Global Select"
"UCBI","United Community Banks Inc",18.77,"Nasdaq Global Select"
"LBTYA","Liberty Global PLC",22.535,"Nasdaq Global Select"
"AVYA","Avaya Holdings Corp",15.51,"New York Stock Exchange"
"CBSH","Commerce Bancshares Inc",60.03,"Nasdaq Global Select"
"SC","Santander Consumer USA Holdings Inc",18.06,"New York Stock Exchange"
"ANF","Abercrombie & Fitch Co",13.6,"New York Stock Exchange"
"HIG","Hartford Financial Services Group Inc",40.94,"New York Stock Exchange"
"ITW","Illinois Tool Works Inc",193.9,"New York Stock Exchange"
"AZN","Astrazeneca PLC",53.58,"New York Stock Exchange"
"YELP","Yelp Inc",21.96,"New York Stock Exchange"
"MTOR","Meritor Inc",23.32,"New York Stock Exchange"
"ARRY","Array BioPharma Inc.",46.57,"NASDAQ Global Market"
"EVC","Entravision Communications Corp",1.51,"New York Stock Exchange"
"MITL","Mitel Networks Corporation",11.15,"Nasdaq Global Select"
"SPXS","Direxion Daily S&P 500 Bear 3X",5.56,"NYSE Arca"
"IRM","Iron Mountain Inc",30.16,"New York Stock Exchange"
"TSCO","Tractor Supply Co",142.08,"Nasdaq Global Select"
"EWC","iShares MSCI Canada Index Fund",28.19,"NYSE Arca"
"NWY","New York & Company Inc.",3.5,"New York Stock Exchange"
"POST","Post Holdings Inc",88.92,"New York Stock Exchange"
"EL","Estee Lauder Companies Inc",216.22,"New York Stock Exchange"
"ING","ING Group N.V.",8.29,"New York Stock Exchange"
"UBS","UBS Group AG",12.29,"New York Stock Exchange"
